,Country,City,lat,lon
1154,USA, Connecticut,41.6500201,-72.7342163
1155,USA, Connecticut,41.6500201,-72.7342163
1156,USA, Connecticut,41.6500201,-72.7342163
1157,USA, Connecticut,41.6500201,-72.7342163
1158,USA, Connecticut,41.6500201,-72.7342163
1159,USA, Connecticut,41.6500201,-72.7342163
1160,USA, Connecticut,41.6500201,-72.7342163
1161,USA, Connecticut,41.6500201,-72.7342163
1162,USA, Connecticut,41.6500201,-72.7342163
1163,USA, Connecticut,41.6500201,-72.7342163
1164,USA, Connecticut,41.6500201,-72.7342163
1165,USA, Connecticut,41.6500201,-72.7342163
1166,USA, Connecticut,41.6500201,-72.7342163
1167,USA, Connecticut,41.6500201,-72.7342163
1168,USA, Connecticut,41.6500201,-72.7342163
1169,USA, Illinois,40.0796606,-89.4337288
1170,USA, Illinois,40.0796606,-89.4337288
1171,USA, Illinois,40.0796606,-89.4337288
1172,USA, Illinois,40.0796606,-89.4337288
1173,USA, Illinois,40.0796606,-89.4337288
1174,USA, Illinois,40.0796606,-89.4337288
1175,USA, Illinois,40.0796606,-89.4337288
1176,USA, New York,40.7127281,-74.0060152
1177,USA, New York,40.7127281,-74.0060152
1178,USA, New York,40.7127281,-74.0060152
1179,USA, New York,40.7127281,-74.0060152
1180,USA, New York,40.7127281,-74.0060152
1181,USA, New York,40.7127281,-74.0060152
1182,USA, New York,40.7127281,-74.0060152
1183,USA, New York,40.7127281,-74.0060152
1184,USA, New York,40.7127281,-74.0060152
1185,USA, New York,40.7127281,-74.0060152
1186,USA, New York,40.7127281,-74.0060152
1187,USA, New York,40.7127281,-74.0060152
1188,USA, New York,40.7127281,-74.0060152
1189,USA, New York,40.7127281,-74.0060152
1190,USA, New York,40.7127281,-74.0060152
1191,USA, New York,40.7127281,-74.0060152
1192,USA, New York,40.7127281,-74.0060152
1193,USA, New York,40.7127281,-74.0060152
1194,USA, New York,40.7127281,-74.0060152
1195,USA, Illinois,40.0796606,-89.4337288
1196,USA, Illinois,40.0796606,-89.4337288
1197,USA, Connecticut,41.6500201,-72.7342163
1198,USA, Connecticut,41.6500201,-72.7342163
1199,USA, New York,40.7127281,-74.0060152
1200,USA, Connecticut,41.6500201,-72.7342163
1201,USA, New York,40.7127281,-74.0060152
1202,USA, New York,40.7127281,-74.0060152
1203,USA, New Mexico,34.5708167,-105.993007
1204,USA, New York,40.7127281,-74.0060152
1205,USA, California,36.7014631,-118.755997
1206,USA, California,36.7014631,-118.755997
1207,USA, California,36.7014631,-118.755997
1208,Russia, Volgograd,48.7081906,44.5153353
1209,Russia, Volgograd,48.7081906,44.5153353
1210,Russia, Volgograd,48.7081906,44.5153353
1211,China,,29.3644727,112.3905651
1212,Japan, Okinawa,26.5707754,128.0255901
